Brick Version,1.1
Haystack Version,3.9.9
Brick Inference Version,0.1.9a1

Haystack Proto,Brick Ranked Inference Types
condenser-refrig-temp-sensor-point,Sensor,Sensor,Condenser
condenser-run-state-point,Point,Point,Condenser
condenser-water-bypass-flow-point,Point,Point,Condenser
condenser-water-bypass-point,Point,Point,Condenser
condenser-water-bypass-pressure-point,Point,Point,Condenser
condenser-water-bypass-pump-enable-state-point,Condenser_Water_Pump
condenser-water-bypass-pump-point,Condenser_Water_Pump
condenser-water-bypass-pump-run-state-point,Condenser_Water_Pump
condenser-water-bypass-temp-point,Point,Point,Condenser
condenser-water-bypass-valve-cmd-point,Water_Valve
condenser-water-bypass-valve-sensor-point,Sensor,Sensor,Water_Valve
condenser-water-delta-flow-point,Point,Point,Condenser
condenser-water-delta-pressure-point,Point,Point,Condenser
condenser-water-delta-temp-point,Point,Point,Condenser
condenser-water-entering-flow-point,Point,Point,Condenser
condenser-water-entering-point,Point,Point,Condenser
condenser-water-entering-pressure-point,Point,Point,Condenser
condenser-water-entering-pump-enable-state-point,Condenser_Water_Pump
condenser-water-entering-pump-point,Condenser_Water_Pump
condenser-water-entering-pump-run-state-point,Condenser_Water_Pump
condenser-water-entering-temp-point,Point,Point,Condenser
condenser-water-entering-valve-cmd-point,Water_Valve
condenser-water-entering-valve-sensor-point,Sensor,Sensor,Water_Valve
condenser-water-leaving-flow-point,Point,Point,Condenser
condenser-water-leaving-point,Point,Point,Condenser
condenser-water-leaving-pressure-point,Point,Point,Condenser
condenser-water-leaving-pump-enable-state-point,Condenser_Water_Pump
condenser-water-leaving-pump-point,Condenser_Water_Pump
condenser-water-leaving-pump-run-state-point,Condenser_Water_Pump
condenser-water-leaving-temp-point,Point,Point,Condenser
condenser-water-leaving-valve-cmd-point,Water_Valve
condenser-water-leaving-valve-sensor-point,Sensor,Sensor,Water_Valve
condenser-water-valve-isolation-cmd-point,Water_Valve
damper-cmd-point,Point,Point,Damper
damper-sensor-point,Damper_Position_Sensor,Damper_Position_Sensor,Damper
dessicantDehumidifier-cmd-point,Point,Point
discharge-air-co2-point,Point,Point
discharge-air-flow-point,Discharge_Air_Flow_Sensor,Discharge_Air_Flow_Sensor
discharge-air-humidity-point,Discharge_Air_Humidity_Sensor,Discharge_Air_Humidity_Sensor
discharge-air-pressure-point,Discharge_Air_Static_Pressure_Sensor,Discharge_Air_Static_Pressure_Sensor
discharge-air-temp-point,Point,Point
discharge-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
discharge-damper-cmd-point,Point,Point,Damper
discharge-damper-sensor-point,Sensor,Sensor,Damper
discharge-fan-enable-state-point,Discharge_Fan
discharge-fan-point,Discharge_Fan
discharge-fan-run-state-point,Discharge_Fan
discharge-hot-water-heat-valve-cmd-point,Hot_Water_Valve
discharge-point,Discharge_Air_Temperature_Setpoint,Discharge_Air_Temperature_Setpoint
discharge-stage:1-cool-enable-cmd-point,Point,Point
discharge-stage:1-heat-enable-cmd-point,Point,Point
discharge-steam-heat-valve-cmd-point,Heating_Valve
drive-freq-point,Point,Point
drive-speed-point,Point,Point
ductArea-sp-point,Point,Point
economizer-air-co2-point,Point,Point,Economizer
economizer-air-flow-point,Point,Point,Economizer
economizer-air-humidity-point,Point,Point,Economizer
economizer-air-pressure-point,Point,Point,Economizer
economizer-air-temp-point,Point,Point,Economizer
economizer-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
economizer-damper-cmd-point,Economizer_Damper
economizer-damper-sensor-point,Sensor,Sensor,Economizer_Damper
economizer-fan-enable-state-point,Point,Point,Fan
economizer-fan-point,Point,Point,Fan
economizer-fan-run-state-point,Point,Point,Fan
economizer-hot-water-heat-valve-cmd-point,Hot_Water_Valve
economizer-point,Point,Point,Economizer
economizer-stage:1-cool-enable-cmd-point,Point,Point,Economizer
economizer-stage:1-heat-enable-cmd-point,Point,Point,Economizer
economizer-steam-heat-valve-cmd-point,Heating_Valve
economizing-cmd-point,Point,Point
efficiency-sensor-point,Sensor,Sensor
enable-state-point,Point,Point
evaporator-refrig-pressure-sensor-point,Pressure_Sensor,Pressure_Sensor
evaporator-refrig-temp-sensor-point,Sensor,Sensor
exhaust-air-co2-point,Point,Point
exhaust-air-flow-point,Exhaust_Air_Flow_Setpoint,Exhaust_Air_Flow_Setpoint
exhaust-air-humidity-point,Exhaust_Air_Humidity_Sensor,Exhaust_Air_Humidity_Sensor
exhaust-air-pressure-point,Exhaust_Air_Static_Pressure_Sensor,Exhaust_Air_Static_Pressure_Sensor
exhaust-air-temp-point,Point,Point
exhaust-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
exhaust-damper-cmd-point,Exhaust_Damper
exhaust-damper-sensor-point,Sensor,Sensor,Exhaust_Damper
exhaust-fan-enable-state-point,Exhaust_Fan
exhaust-fan-point,Exhaust_Fan_Disable_Command,Exhaust_Fan_Disable_Command,Exhaust_Fan
exhaust-fan-run-state-point,Exhaust_Fan
exhaust-hot-water-heat-valve-cmd-point,Hot_Water_Valve
exhaust-point,Exhaust_Air_Temperature_Sensor,Exhaust_Air_Temperature_Sensor
exhaust-stage:1-cool-enable-cmd-point,Point,Point
exhaust-stage:1-heat-enable-cmd-point,Point,Point
exhaust-steam-heat-valve-cmd-point,Heating_Valve
faceBypass-cmd-point,Point,Point
fan-enable-state-point,Point,Point,Fan
fan-point,Fan_Status,Fan_Status,Fan
fan-run-state-point,Point,Point,Fan
filter-sensor-point,Filter_Differential_Pressure_Sensor,Filter_Differential_Pressure_Sensor,Filter
flow-point,Flow_Setpoint,Flow_Setpoint
flue-air-co2-point,Point,Point
flue-air-flow-point,Point,Point
flue-air-humidity-point,Point,Point
flue-air-pressure-point,Point,Point
flue-air-temp-point,Point,Point
flue-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
flue-damper-cmd-point,Point,Point,Damper
flue-damper-sensor-point,Sensor,Sensor,Damper
flue-fan-enable-state-point,Point,Point,Fan
flue-fan-point,Point,Point,Fan
flue-fan-run-state-point,Point,Point,Fan
flue-hot-water-heat-valve-cmd-point,Hot_Water_Valve
flue-point,Point,Point
flue-stage:1-cool-enable-cmd-point,Point,Point
flue-stage:1-heat-enable-cmd-point,Point,Point
flue-steam-heat-valve-cmd-point,Heating_Valve
freezeStat-sensor-point,Sensor,Sensor
heatWheel-cmd-point,Point,Point
hot-water-bypass-flow-point,Point,Point
hot-water-bypass-point,Point,Point
hot-water-bypass-pressure-point,Point,Point
hot-water-bypass-pump-enable-state-point,Hot_Water_Pump
hot-water-bypass-pump-point,Hot_Water_Pump
hot-water-bypass-pump-run-state-point,Hot_Water_Pump
hot-water-bypass-temp-point,Point,Point
hot-water-bypass-valve-cmd-point,Hot_Water_Valve
hot-water-bypass-valve-sensor-point,Hot_Water_Valve
hot-water-delta-flow-sensor-point,Hot_Water_Flow_Sensor,Hot_Water_Flow_Sensor
hot-water-delta-pressure-sensor-point,Pressure_Sensor,Pressure_Sensor
hot-water-delta-temp-sensor-point,Sensor,Sensor
hot-water-entering-flow-point,Point,Point
hot-water-entering-point,Point,Point
hot-water-entering-pressure-point,Point,Point
hot-water-entering-pump-enable-state-point,Hot_Water_Pump
hot-water-entering-pump-point,Hot_Water_Pump
hot-water-entering-pump-run-state-point,Hot_Water_Pump
hot-water-entering-temp-point,Point,Point
hot-water-entering-valve-cmd-point,Hot_Water_Valve
hot-water-entering-valve-sensor-point,Hot_Water_Valve
hot-water-header-flow-point,Point,Point
hot-water-header-point,Point,Point
hot-water-header-pressure-point,Point,Point
hot-water-header-pump-enable-state-point,Hot_Water_Pump
hot-water-header-pump-point,Hot_Water_Pump
hot-water-header-pump-run-state-point,Hot_Water_Pump
hot-water-header-temp-point,Point,Point
hot-water-header-valve-cmd-point,Hot_Water_Valve
hot-water-header-valve-sensor-point,Hot_Water_Valve
hot-water-heat-valve-cmd-point,Hot_Water_Valve
hot-water-leaving-flow-point,Point,Point
hot-water-leaving-point,Point,Point
hot-water-leaving-pressure-point,Point,Point
hot-water-leaving-pump-enable-state-point,Hot_Water_Pump
hot-water-leaving-pump-point,Hot_Water_Pump
hot-water-leaving-pump-run-state-point,Hot_Water_Pump
hot-water-leaving-temp-point,Point,Point
hot-water-leaving-valve-cmd-point,Hot_Water_Valve
hot-water-leaving-valve-sensor-point,Hot_Water_Valve
hot-water-mixing-valve-cmd-point,Hot_Water_Valve
humidifier-enable-state-point,Point,Point,Humidifier
humidifier-run-state-point,Point,Point,Humidifier
inlet-air-co2-point,Point,Point
inlet-air-flow-point,Point,Point
inlet-air-humidity-point,Point,Point
inlet-air-pressure-point,Point,Point
inlet-air-temp-point,Point,Point
inlet-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
inlet-damper-cmd-point,Point,Point,Damper
inlet-damper-sensor-point,Sensor,Sensor,Damper
inlet-fan-enable-state-point,Point,Point,Fan
inlet-fan-point,Point,Point,Fan
inlet-fan-run-state-point,Point,Point,Fan
inlet-hot-water-heat-valve-cmd-point,Hot_Water_Valve
inlet-point,Point,Point
inlet-stage:1-cool-enable-cmd-point,Point,Point
inlet-stage:1-heat-enable-cmd-point,Point,Point
inlet-steam-heat-valve-cmd-point,Heating_Valve
level-sensor-point,Water_Level_Sensor,Water_Level_Sensor
light-illuminance-sensor-point,Illuminance_Sensor,Illuminance_Sensor
light-level-sensor-point,Sensor,Sensor
light-level-sp-point,Point,Point
light-luminous-flux-sensor-point,Sensor,Sensor
load-cmd-point,Point,Point
load-sensor-point,Load_Current_Sensor,Load_Current_Sensor
makeup-water-entering-flow-point,Point,Point
makeup-water-entering-point,Point,Point
makeup-water-entering-pressure-point,Point,Point
makeup-water-entering-pump-enable-state-point,Water_Pump
makeup-water-entering-pump-point,Water_Pump
makeup-water-entering-pump-run-state-point,Water_Pump
makeup-water-entering-temp-point,Point,Point
makeup-water-entering-valve-cmd-point,Water_Valve
makeup-water-entering-valve-sensor-point,Sensor,Sensor,Water_Valve
mixed-air-co2-point,Point,Point
mixed-air-flow-point,Point,Point
mixed-air-humidity-point,Point,Point
mixed-air-pressure-point,Point,Point
mixed-air-temp-point,Point,Point
mixed-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
mixed-damper-cmd-point,Point,Point,Damper
mixed-damper-sensor-point,Sensor,Sensor,Damper
mixed-fan-enable-state-point,Point,Point,Fan
mixed-fan-point,Point,Point,Fan
mixed-fan-run-state-point,Point,Point,Fan
mixed-hot-water-heat-valve-cmd-point,Hot_Water_Valve
mixed-point,Mixed_Air_Temperature_Setpoint,Mixed_Air_Temperature_Setpoint
mixed-stage:1-cool-enable-cmd-point,Point,Point
mixed-stage:1-heat-enable-cmd-point,Point,Point
mixed-steam-heat-valve-cmd-point,Heating_Valve
occupancy-sensor-point,Occupancy_Sensor,Occupancy_Sensor
occupied-sensor-point,Sensor,Sensor
occupied-sp-point,Point,Point
outside-air-co2-point,Point,Point
outside-air-flow-point,Outside_Air_Flow_Setpoint,Outside_Air_Flow_Setpoint
outside-air-humidity-point,Outside_Air_Humidity_Sensor,Outside_Air_Humidity_Sensor
outside-air-pressure-point,Point,Point
outside-air-temp-point,Point,Point
outside-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
outside-damper-cmd-point,Outside_Damper
outside-damper-sensor-point,Sensor,Sensor,Outside_Damper
outside-fan-enable-state-point,Point,Point,Fan
outside-fan-point,Point,Point,Fan
outside-fan-run-state-point,Point,Point,Fan
outside-hot-water-heat-valve-cmd-point,Hot_Water_Valve
outside-point,Outside_Illuminance_Sensor,Outside_Illuminance_Sensor
outside-stage:1-cool-enable-cmd-point,Point,Point
outside-stage:1-heat-enable-cmd-point,Point,Point
outside-steam-heat-valve-cmd-point,Heating_Valve
perimeterHeat-cmd-point,Point,Point
phase:A-ac-elec-current-angle-sensor-point,Angle_Sensor,Angle_Sensor
phase:A-ac-elec-current-imbalance-sensor-point,Current_Sensor,Current_Sensor
phase:A-ac-elec-current-magnitude-sensor-point,Current_Sensor,Current_Sensor
phase:A-ac-elec-current-thd-sensor-point,Current_Sensor,Current_Sensor
phase:A-ac-elec-pf-sensor-point,Sensor,Sensor
phase:A-ac-elec-volt-angle-sensor-point,Angle_Sensor,Angle_Sensor
phase:A-ac-elec-volt-imbalance-sensor-point,Sensor,Sensor
phase:A-ac-elec-volt-magnitude-sensor-point,Sensor,Sensor
phase:A-ac-elec-volt-thd-sensor-point,Sensor,Sensor
phase:A-active-ac-elec-power-sensor-point,Power_Sensor,Power_Sensor
phase:A-apparent-ac-elec-power-sensor-point,Power_Sensor,Power_Sensor
phase:A-net-ac-elec-active-energy-sensor-point,Energy_Sensor,Energy_Sensor
phase:A-reactive-ac-elec-power-sensor-point,Power_Sensor,Power_Sensor
point,Point,Point
pressure-point,Pressure_Sensor,Pressure_Sensor
pressure-sensor-point,Pressure_Sensor,Pressure_Sensor
pump-enable-state-point,Point,Point,Pump
pump-point,Pump_Command,Pump_Command,Pump
pump-run-state-point,Point,Point,Pump
reheat-cmd-point,Point,Point
return-air-co2-point,Point,Point
return-air-flow-point,Return_Air_Flow_Sensor,Return_Air_Flow_Sensor
return-air-humidity-point,Return_Air_Humidity_Sensor,Return_Air_Humidity_Sensor
return-air-pressure-point,Point,Point
return-air-temp-point,Point,Point
return-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
return-damper-cmd-point,Return_Damper
return-damper-sensor-point,Sensor,Sensor,Return_Damper
return-fan-enable-state-point,Return_Fan
return-fan-point,Return_Fan
return-fan-run-state-point,Return_Fan
return-hot-water-heat-valve-cmd-point,Return_Heating_Valve
return-point,Return_Water_Temperature_Sensor,Return_Water_Temperature_Sensor
return-stage:1-cool-enable-cmd-point,Point,Point
return-stage:1-heat-enable-cmd-point,Point,Point
return-steam-heat-valve-cmd-point,Return_Heating_Valve
run-state-point,Point,Point
stage:1-cool-enable-cmd-point,Point,Point
stage:1-heat-enable-cmd-point,Point,Point
steam-bypass-flow-point,Point,Point
steam-bypass-point,Point,Point
steam-bypass-pressure-point,Point,Point
steam-bypass-pump-enable-state-point,Point,Point,Pump
steam-bypass-pump-point,Point,Point,Pump
steam-bypass-pump-run-state-point,Point,Point,Pump
steam-bypass-temp-point,Point,Point
steam-bypass-valve-cmd-point,Steam_Valve
steam-bypass-valve-sensor-point,Sensor,Sensor,Steam_Valve
steam-delta-flow-sensor-point,Flow_Sensor,Flow_Sensor
steam-delta-pressure-sensor-point,Pressure_Sensor,Pressure_Sensor
steam-delta-temp-sensor-point,Sensor,Sensor
steam-header-flow-point,Point,Point
steam-header-point,Point,Point
steam-header-pressure-point,Point,Point
steam-header-pump-enable-state-point,Point,Point,Pump
steam-header-pump-point,Point,Point,Pump
steam-header-pump-run-state-point,Point,Point,Pump
steam-header-temp-point,Point,Point
steam-header-valve-cmd-point,Steam_Valve
steam-header-valve-sensor-point,Sensor,Sensor,Steam_Valve
steam-heat-valve-cmd-point,Heating_Valve
steam-leaving-flow-point,Point,Point
steam-leaving-point,Point,Point
steam-leaving-pressure-point,Point,Point
steam-leaving-pump-enable-state-point,Point,Point,Pump
steam-leaving-pump-point,Point,Point,Pump
steam-leaving-pump-run-state-point,Point,Point,Pump
steam-leaving-temp-point,Point,Point
steam-leaving-valve-cmd-point,Steam_Valve
steam-leaving-valve-sensor-point,Sensor,Sensor,Steam_Valve
steam-mixing-valve-cmd-point,Steam_Valve
temp-point,Point,Point
temp-sensor-point,Sensor,Sensor
total-ac-elec-demand-sensor-point,Demand_Sensor,Demand_Sensor
total-active-ac-elec-power-sensor-point,Power_Sensor,Power_Sensor
total-apparent-ac-elec-power-sensor-point,Power_Sensor,Power_Sensor
total-export-ac-elec-active-energy-sensor-point,Energy_Sensor,Energy_Sensor
total-import-ac-elec-active-energy-sensor-point,Energy_Sensor,Energy_Sensor
total-net-ac-elec-active-energy-sensor-point,Energy_Sensor,Energy_Sensor
total-reactive-ac-elec-power-sensor-point,Power_Sensor,Power_Sensor
valve-cmd-point,Point,Point,Valve
valve-sensor-point,Sensor,Sensor,Valve
vavMode-sp-point,Point,Point
ventilation-air-co2-point,Point,Point
ventilation-air-flow-point,Point,Point
ventilation-air-humidity-point,Point,Point
ventilation-air-pressure-point,Point,Point
ventilation-air-temp-point,Point,Point
ventilation-chilled-water-cool-valve-cmd-point,Chilled_Water_Valve
ventilation-damper-cmd-point,Point,Point,Damper
ventilation-damper-sensor-point,Sensor,Sensor,Damper
ventilation-fan-enable-state-point,Point,Point,Fan
ventilation-fan-point,Point,Point,Fan
ventilation-fan-run-state-point,Point,Point,Fan
ventilation-hot-water-heat-valve-cmd-point,Hot_Water_Valve
ventilation-point,Ventilation_Air_Flow_Ratio_Limit,Ventilation_Air_Flow_Ratio_Limit
ventilation-stage:1-cool-enable-cmd-point,Point,Point
ventilation-stage:1-heat-enable-cmd-point,Point,Point
ventilation-steam-heat-valve-cmd-point,Heating_Valve
weather-air-dewPoint-sensor-point,Sensor,Sensor
weather-air-feelsLike-sensor-point,Sensor,Sensor
weather-air-humidity-sensor-point,Humidity_Sensor,Humidity_Sensor
weather-air-temp-sensor-point,Sensor,Sensor
weather-air-wetBulb-sensor-point,Sensor,Sensor
weather-atmospheric-pressure-sensor-point,Pressure_Sensor,Pressure_Sensor
weather-cloudage-sensor-point,Sensor,Sensor
weather-daytime-sensor-point,Sensor,Sensor
weather-precipitation-sensor-point,Sensor,Sensor
weather-solar-irradiance-sensor-point,Sensor,Sensor,Solar_Panel
weather-visibility-sensor-point,Sensor,Sensor
weather-weatherCond-sensor-point,Sensor,Sensor
weather-wind-direction-sensor-point,Wind_Direction_Sensor,Wind_Direction_Sensor
weather-wind-speed-sensor-point,Wind_Speed_Sensor,Wind_Speed_Sensor
zone-air-co-sensor-point,Sensor,Sensor
zone-air-co2-sensor-point,Sensor,Sensor
zone-air-humidity-sensor-point,Zone_Air_Humidity_Sensor,Zone_Air_Humidity_Sensor
zone-air-pm10-sensor-point,Sensor,Sensor
zone-air-pm25-sensor-point,Sensor,Sensor
zone-air-temp-effective-sp-point,Point,Point
zone-air-temp-occ-cooling-sp-point,Point,Point
zone-air-temp-occ-heating-sp-point,Point,Point
zone-air-temp-sensor-point,Sensor,Sensor
zone-air-temp-standby-cooling-sp-point,Point,Point
zone-air-temp-standby-heating-sp-point,Point,Point
zone-air-temp-unocc-cooling-sp-point,Point,Point
zone-air-temp-unocc-heating-sp-point,Point,Point
zone-air-tvoc-sensor-point,Sensor,Sensor
